conversion_id,click_id,revenue
2131,101045,0.431478
2132,101046,1.408017
2133,101062,0.81819
2134,101066,0.752395
2135,101069,0.522659
2136,101072,0.844825
2137,101073,0.806323
2138,101077,1.259881
2139,101083,1.427345
2140,101095,0.409433
2141,101097,0.513239
2142,101109,1.412817
2143,101111,0.831239
2144,101116,0.808188
2145,101120,1.305436
2146,101123,0.528594
2147,101124,0.478915
2148,101133,1.282191
2149,101140,0.467508
2150,101142,0.612565
2151,101151,0.673031
2152,101153,0.420201
2153,101159,0.646054
2154,101177,1.23838
2155,101194,0.433601
2156,101227,1.024642
2157,101230,0.559286
2158,101233,0.584494
2159,101238,0.76059
2160,101241,0.643632
2161,101242,0.599691
2162,101243,0.568183
2163,101244,1.148333
2164,101268,0.804072
2165,101271,1.407975
2166,101277,0.721209
2167,101299,0.537739
2168,101302,1.462286
2169,101304,0.821311
2170,101308,0.51699
2171,101318,1.291308
2172,101325,1.037583
2173,101350,1.158919
2174,101357,0.757768
2175,101358,0.464145
2176,101360,0.93548
2177,101362,1.177544
2178,101372,1.22561
2179,101374,1.233356
2180,101385,0.328251
2181,101387,1.414677
2182,101391,0.717141
2183,101412,0.523637
2184,101413,1.235515
2185,101425,0.983862
2186,101431,0.429969
2187,101434,0.367538
2188,101438,0.468577
2189,101441,0.368348
2190,101451,1.1228
2191,101455,1.499032
2192,101464,1.218124
2193,101467,0.307154
2194,101477,1.034174
2195,101480,0.448205
2196,101481,1.164652
2197,101483,0.754833
2198,101489,1.134925
2199,101493,0.345056
2200,101494,0.514778
2201,101502,0.75135
2202,101512,0.873001
2203,101521,1.181044
2204,101530,1.446076
2205,101534,0.982252
2206,101542,0.667459
2207,101552,0.355924
2208,101574,1.273703
2209,101580,0.961751
2210,101583,0.881064
2211,101587,1.18657
2212,101589,0.825879
2213,101590,0.813043
2214,101593,0.746805
2215,101597,0.872177
2216,101599,1.477803
2217,101610,0.84221
2218,101616,0.33632
2219,101630,1.222168
2220,101639,1.053591
2221,101640,1.363094
2222,101664,0.673932
2223,101669,0.329271
2224,101670,1.231701
2225,101674,0.398614
2226,101683,0.485657
2227,101689,0.463431
2228,101716,0.55861
2229,101728,1.294783
2230,101734,0.714899
2231,101746,0.662818
2232,101753,0.354407
2233,101756,0.491031
2234,101758,0.777106
2235,101775,0.886009
2236,101789,0.351324
2237,101795,0.753059
2238,101799,1.296945
2239,101806,1.181871
2240,101807,0.654091
2241,101820,1.475001
2242,101822,0.940869
2243,101823,0.330703
2244,101842,1.072686
2245,101844,0.758483
2246,101847,1.257122
2247,101850,0.539182
2248,101854,0.432308
2249,101874,1.366558
2250,101879,0.756314
2251,101898,0.739037
2252,101922,1.245146
2253,101927,1.37113
2254,101934,1.26412
2255,101940,0.423248
2256,101942,1.242988
2257,101960,1.14656
2258,101971,0.721112
2259,101980,0.549908
2260,101984,0.477026
2261,101991,0.512508
2262,101993,1.233654
2263,102002,0.860911
2264,102008,0.44927
2265,102015,0.997258
2266,102017,0.998315
2267,102024,1.198541
2268,102033,1.015644
2269,102043,1.310927
2270,102052,1.291965
2271,102068,0.358466
2272,102070,0.586302
2273,102073,1.118073
2274,102075,1.211437
2275,102092,1.26129
2276,102096,0.665451
2277,102100,0.832425
2278,102105,0.392251
2279,102107,1.00784
2280,102119,0.713078
2281,102127,0.442337
2282,102138,0.387232
2283,102150,1.493877
2284,102152,1.417258
2285,102154,0.680168
2286,102176,1.331873
2287,102194,1.224259
2288,102208,0.331552
2289,102212,1.061932
2290,102227,0.891389
2291,102237,0.641159
2292,102242,0.838267
2293,102251,0.99221
2294,102252,1.349351
2295,102253,0.804839
2296,102254,1.075233
2297,102279,0.497348
2298,102286,0.856642
2299,102300,0.652892
2300,102305,1.450097
2301,102311,0.938865
2302,102312,0.905738
2303,102314,1.480992
2304,102315,0.768078
2305,102327,1.26169
2306,102333,0.774497
2307,102339,0.397629
2308,102355,0.940929
2309,102356,1.060366
2310,102358,1.300458
2311,102367,1.146775
2312,102384,0.946439
2313,102388,0.926972
2314,102404,0.883028
2315,102408,0.92662
2316,102412,1.460415
2317,102413,0.741997
2318,102416,1.141028
2319,102419,1.394719
2320,102432,0.719968
2321,102440,0.885643
2322,102459,0.669217
2323,102474,0.49377
2324,102476,0.767131
2325,102486,1.455891
2326,102495,1.214594
2327,102499,0.855039
2328,102504,0.691073
2329,102505,1.24015
2330,102508,0.918608
2331,102521,0.650577
2332,102523,0.931859
2333,102529,1.225029
2334,102533,0.331807
2335,102537,1.439377
2336,102540,0.488796
2337,102542,0.693595
2338,102553,0.637754
2339,102557,1.087867
2340,102559,0.612338
2341,102570,0.660713
2342,102574,0.339344
2343,102578,1.068134
2344,102597,0.852848
2345,102601,0.366196
2346,102603,0.744618
2347,102608,0.904801
2348,102611,0.608622
2349,102623,0.737629
2350,102628,0.778852
2351,102635,0.544842
2352,102637,1.492183
2353,102642,1.434843
2354,102644,0.421646
2355,102658,0.892973
2356,102662,1.118708
2357,102670,0.685342
2358,102673,1.262269
2359,102675,0.430438
2360,102684,1.332557
2361,102690,0.791452
2362,102699,1.164734
2363,102715,0.770108
2364,102731,1.329567
2365,102752,1.275917
2366,102757,1.436238
2367,102760,0.873631
2368,102766,0.503918
2369,102769,1.194107
2370,102771,1.108206
2371,102772,0.928922
2372,102794,0.770574
2373,102821,0.315685
2374,102826,0.778026
2375,102835,0.747214
2376,102840,0.684873
2377,102848,1.035304
2378,102851,0.698236
2379,102857,0.941504
2380,102864,0.630202
2381,102869,0.582228
2382,102884,0.658143
2383,102889,0.63049
2384,102890,0.71035
2385,102894,0.374762
2386,102899,0.97593
2387,102900,0.810167
2388,102906,1.387853
2389,102908,0.68672
2390,102917,1.039828
2391,102946,1.00581
2392,102959,0.853909
2393,102961,0.763558
2394,102962,0.818846
2395,103004,0.824158
2396,103017,1.40366
2397,103021,1.196067
2398,103047,1.172765
2399,103055,1.449049
2400,103062,1.276541
2401,103063,1.41394
2402,103069,0.369696
2403,103070,0.860249
2404,103072,0.890231
2405,103083,1.090015
2406,103087,0.350324
2407,103097,0.874287
2408,103139,0.745302
2409,103141,0.535068
2410,103145,1.269408
2411,103154,0.573251
2412,103158,0.867521
2413,103183,0.847289
2414,103193,1.414208
2415,103200,0.744155
2416,103204,0.366863
2417,103214,0.902842
2418,103217,0.416373
2419,103231,0.386874
2420,103243,0.80129
2421,103245,0.357851
2422,103252,1.448587
2423,103259,1.174566
2424,103269,1.166691
2425,103281,0.953682
2426,103285,0.603379
2427,103292,0.763873
2428,103301,0.811353
2429,103306,1.229555
2430,103311,0.711928
2431,103314,0.990775
2432,103316,1.123215
2433,103332,1.057928
2434,103336,1.432701
2435,103344,0.429333
2436,103345,1.241661
2437,103357,0.938204
2438,103362,0.591258
2439,103369,1.089655
2440,103370,1.088867
2441,103377,0.414034
2442,103380,0.344687
2443,103386,1.197908
2444,103396,1.088336
2445,103415,1.303923
2446,103417,0.545287
2447,103422,0.996894
2448,103423,1.227121
2449,103428,0.437367
2450,103437,0.675967
2451,103447,1.464948
2452,103451,0.783088
2453,103452,0.615436
2454,103453,1.487287
2455,103481,0.670152
2456,103498,0.665724
2457,103517,0.593961
2458,103518,0.353411
2459,103520,0.4628
2460,103521,0.88697
2461,103529,0.82814
2462,103532,1.011608
2463,103545,0.666576
2464,103581,0.981432
2465,103587,0.854059
2466,103592,1.459446
2467,103605,1.067475
2468,103606,0.906831
2469,103612,0.648337
2470,103613,1.105408
2471,103624,1.172089
2472,103633,0.920296
2473,103635,0.470318
2474,103638,1.012831
2475,103645,1.009945
2476,103655,0.755066
2477,103662,0.852603
2478,103664,1.238983
2479,103666,0.78661
2480,103678,0.61556
2481,103705,0.563717
2482,103734,0.518622
2483,103739,0.361439
2484,103742,0.464751
2485,103759,0.656664
2486,103761,0.340845
2487,103763,1.165979
2488,103764,0.932358
2489,103783,1.498305
2490,103787,1.073007
2491,103791,1.105877
2492,103803,1.376975
2493,103836,1.46304
2494,103839,1.11547
2495,103842,1.486758
2496,103854,0.41527
2497,103869,1.457412
2498,103878,0.952545
2499,103892,0.964867
2500,103903,0.902808
2501,103908,1.296031
2502,103910,1.14915
2503,103917,0.411134
2504,103922,0.705809
2505,103923,0.838286
2506,103924,0.360359
2507,103926,0.420064
2508,103938,0.347955
2509,103949,0.591138
2510,103951,0.588043
2511,103952,0.411357
2512,103954,0.782879
2513,103964,0.975491
2514,103972,0.872876
2515,103983,1.115625
2516,103990,0.651643
2517,103993,0.596688
2518,103995,1.141765
2519,103996,0.660263
2520,103997,0.474558
2521,104005,0.707877
2522,104015,1.478442
2523,104017,0.632059
2524,104024,1.010693
2525,104032,1.103841
2526,104039,0.834991
2527,104046,1.152789
2528,104063,0.691974
2529,104067,0.684189
2530,104073,1.491297
2531,104074,1.350065
2532,104078,1.221284
2533,104114,1.234169
2534,104131,1.006411
2535,104141,1.283665
2536,104148,0.501015
2537,104159,0.601934
2538,104160,0.904221
2539,104165,0.603684
2540,104178,1.461405
2541,104181,0.687367
2542,104195,1.057689
2543,104210,0.643954
2544,104216,1.289461
2545,104227,0.482691
2546,104233,0.795134
2547,104236,0.543381
2548,104253,1.003118
2549,104264,0.669093
2550,104276,1.298094
2551,104278,0.935197
2552,104289,1.170702
2553,104294,1.368802
2554,104295,1.129067
2555,104313,0.444352
2556,104329,0.480617
2557,104335,1.399994
2558,104343,0.786338
2559,104352,0.910936
2560,104353,1.42327
2561,104357,1.317567
2562,104374,1.361562
2563,104382,1.297833
2564,104396,1.069257
2565,104397,0.787964
2566,104403,0.681979
2567,104406,1.322788
2568,104407,0.939128
2569,104412,0.338815
2570,104421,0.467804
2571,104424,1.2313
2572,104428,1.035395
2573,104430,0.739908
2574,104443,0.759808
2575,104446,0.816388
2576,104459,1.33471
2577,104462,0.30495
2578,104475,0.419356
2579,104485,1.415158
2580,104489,1.192736
2581,104501,0.558865
2582,104514,1.200497
2583,104516,0.407852
2584,104525,0.378287
2585,104532,0.382812
2586,104542,0.765786
2587,104547,0.781499
2588,104556,0.382889
2589,104564,0.476123
2590,104574,1.264095
2591,104579,1.19124
2592,104580,0.312406
2593,104600,1.279536
2594,104609,0.651312
2595,104612,0.51993
2596,104617,0.660724
2597,104621,0.791593
2598,104623,1.146499
2599,104629,0.541459
2600,104631,0.830823
2601,104647,0.407716
2602,104655,1.234386
2603,104657,0.552636
2604,104682,1.08767
2605,104683,1.422947
2606,104684,0.735426
2607,104692,0.602749
2608,104701,0.704888
2609,104718,0.398234
2610,104719,0.375634
2611,104729,0.934816
2612,104733,1.394972
2613,104736,1.285445
2614,104740,0.961835
2615,104742,0.952208
2616,104766,0.353496
2617,104782,1.120847
2618,104790,0.463831
2619,104816,1.384594
2620,104826,1.430669
2621,104828,1.221276
2622,104847,1.084156
2623,104849,0.825924
2624,104854,0.302741
2625,104858,1.331664
2626,104889,1.152577
2627,104897,0.544226
2628,104910,1.326907
2629,104915,0.392934
2630,104916,0.327873
2631,104920,0.496342
2632,104924,0.986924
2633,104933,0.310798
2634,104938,1.439564
2635,104942,1.172232
2636,104943,0.919001
2637,104945,0.418105
2638,104947,0.675831
2639,104948,1.230181
2640,104950,0.3515
2641,104959,0.444482
2642,104977,0.523623
2643,104981,0.780611
2644,104990,0.851216
2645,104994,1.247323
2646,104997,1.069262
2647,105002,0.710907
2648,105005,1.499195
2649,105013,1.036481
2650,105015,0.442138
2651,105018,1.400794
2652,105026,1.378121
2653,105028,1.376449
2654,105042,1.307295
2655,105046,1.343072
2656,105050,0.423863
2657,105051,0.679957
2658,105068,1.243414
2659,105090,1.012101
2660,105094,1.434229
2661,105097,0.573464
2662,105108,1.497429
2663,105109,1.254605
2664,105112,0.760267
2665,105119,0.35099
2666,105132,0.623695
2667,105144,0.507863
2668,105145,0.527579
2669,105168,0.730183
2670,105184,0.351238
2671,105185,0.876218
2672,105187,1.461343
2673,105201,1.260355
2674,105206,1.151818
2675,105240,0.456599
2676,105249,1.355651
2677,105271,1.248063
2678,105273,1.070266
2679,105282,1.300358
2680,105301,1.315116
2681,105322,1.131447
2682,105328,1.403092
2683,105337,1.092818
2684,105353,0.854333
2685,105357,0.573403
2686,105360,1.048438
2687,105370,0.51274
2688,105371,0.930647
2689,105373,0.783353
2690,105378,0.970401
2691,105394,0.363533
2692,105400,0.96687
2693,105401,1.382812
2694,105412,0.471976
2695,105413,1.108221
2696,105419,1.034262
2697,105420,0.983639
2698,105422,0.310845
2699,105427,0.631173
2700,105440,1.418691
2701,105448,0.678289
2702,105449,0.482287
2703,105450,0.708762
2704,105456,0.495042
2705,105468,0.905223
2706,105474,1.144092
2707,105501,0.624983
2708,105504,0.920614
2709,105525,1.304457
2710,105527,0.857036
2711,105534,0.621928
2712,105540,0.709763
2713,105546,0.314065
2714,105558,0.620609
2715,105573,0.611406
2716,105580,0.449511
2717,105588,0.576435
2718,105591,0.493687
2719,105610,0.837708
2720,105618,1.187271
2721,105626,1.316948
2722,105633,0.762076
2723,105643,0.914508
2724,105652,1.383271
2725,105660,1.253947
2726,105663,1.183314
2727,105670,0.308055
2728,105680,0.950003
2729,105681,0.660535
2730,105682,1.414603
2731,105690,0.612577
2732,105700,0.835213
2733,105711,0.955733
2734,105717,0.372987
2735,105721,0.989075
2736,105724,1.487384
2737,105729,0.639553
2738,105732,0.42074
2739,105734,1.063564
2740,105738,1.315547
2741,105747,0.834431
2742,105758,0.941757
2743,105776,0.455032
2744,105780,0.772457
2745,105793,0.979186
2746,105795,1.44003
2747,105798,1.03048
2748,105799,1.335642
2749,105804,1.309579
2750,105826,1.22779
2751,105835,0.545193
2752,105854,0.393826
2753,105859,1.016121
2754,105864,0.646772
2755,105867,0.505536
2756,105869,0.827038
2757,105880,1.177708
2758,105882,1.131759
2759,105891,0.390188
2760,105893,0.55541
2761,105904,1.395843
2762,105907,0.676965
2763,105919,0.559333
2764,105923,1.37611
2765,105929,1.035052
2766,105945,1.011153
2767,105957,0.528812
2768,105986,1.14224
2769,106008,0.44323
2770,106012,1.294407
2771,106024,0.60796
2772,106033,0.601827
2773,106035,1.336099
2774,106051,0.705067
2775,106052,0.560102
2776,106057,0.545105
2777,106098,0.657382
2778,106104,0.803834
2779,106106,1.099162
2780,106109,1.016608
2781,106113,1.392618
2782,106125,0.392033
2783,106141,1.250877
2784,106159,0.343821
2785,106164,0.550554
2786,106165,1.153312
2787,106181,1.167056
2788,106182,0.608053
2789,106193,1.448182
2790,106195,0.686892
2791,106197,0.552228
2792,106199,0.934416
2793,106201,1.199746
2794,106214,0.526256
2795,106221,1.252663
2796,106222,0.614096
2797,106244,1.14129
2798,106251,1.498387
2799,106266,0.622797
2800,106270,0.759232
2801,106279,0.668735
2802,106286,0.894729
2803,106302,1.112549
2804,106304,0.447777
2805,106317,1.005689
2806,106322,1.330603
2807,106334,0.694008
2808,106338,1.227392
2809,106362,1.249809
2810,106369,1.101961
2811,106370,1.454934
2812,106374,1.178869
2813,106381,0.64853
2814,106389,0.862054
2815,106400,0.907888
2816,106412,1.346529
2817,106423,1.432512
2818,106430,0.53292
2819,106431,1.135452
2820,106438,1.001998
2821,106445,1.46373
2822,106448,0.516847
2823,106458,1.1112
2824,106465,1.369177
2825,106471,0.950205
2826,106476,0.413681
2827,106490,1.068267
2828,106497,1.337705
2829,106511,0.617908
2830,106518,0.931676
2831,106552,0.691903
2832,106566,0.414529
2833,106568,1.242743
2834,106574,1.294505
2835,106584,1.030665
2836,106593,1.2738
2837,106597,1.474021
2838,106604,0.541283
2839,106620,0.899068
2840,106621,0.8433
2841,106629,0.798445
2842,106649,0.470354
2843,106651,0.545034
2844,106652,0.561667
2845,106700,1.492022
2846,106716,1.477705
2847,106735,1.022504
2848,106740,1.321781
2849,106747,1.131298
2850,106769,0.474089
2851,106783,1.017507
2852,106784,0.732989
2853,106787,0.827567
2854,106789,1.161302
2855,106797,1.088614
2856,106801,0.90599
2857,106821,0.480683
2858,106833,1.270805
2859,106840,0.660232
2860,106844,1.412201
2861,106862,0.858735
2862,106867,0.821565
2863,106871,1.119688
2864,106876,0.338827
2865,106877,0.949637
2866,106881,1.448304
2867,106887,0.329223
2868,106906,0.416746
2869,106907,1.343482
2870,106914,0.995805
2871,106923,1.467971
2872,106929,1.030197
2873,106957,0.608413
2874,106965,0.599849
2875,106971,0.634264
2876,106985,1.262331
2877,106995,0.6613
2878,106996,1.368323
2879,107001,0.708756
2880,107002,1.223245
2881,107004,0.49447
2882,107005,1.475868
2883,107013,1.146814
2884,107018,0.677336
2885,107020,1.489472
2886,107023,1.131234
2887,107027,0.515826
2888,107035,0.762323
2889,107047,0.310714
2890,107054,0.875832
2891,107058,1.126007
2892,107063,0.769301
2893,107080,0.36371
2894,107082,0.738658
2895,107085,1.076757
2896,107089,0.761336
2897,107104,0.364154
2898,107117,1.329645
2899,107125,1.374138
2900,107139,0.861529
2901,107153,0.462131
2902,107159,0.34145
2903,107172,0.912672
2904,107181,1.083149
2905,107192,0.383761
2906,107202,0.361546
2907,107206,1.240886
2908,107229,1.383637
2909,107230,1.072335
2910,107235,1.024989
2911,107240,0.422857
2912,107247,0.597909
2913,107253,1.14025
2914,107254,0.745987
2915,107261,0.733643
2916,107268,1.219644
2917,107272,1.345335
2918,107276,0.775447
2919,107277,0.314329
2920,107284,1.238627
2921,107285,0.793799
2922,107286,0.593205
2923,107313,0.52146
2924,107319,1.388766
2925,107334,1.076334
2926,107336,0.718485
2927,107355,1.430454
2928,107358,0.438408
2929,107368,1.239849
2930,107374,1.380211
2931,107401,1.062905
2932,107442,0.436482
2933,107446,1.316742
2934,107451,0.791574
2935,107461,1.275188
2936,107468,0.34136
2937,107470,0.376237
2938,107479,0.36319
2939,107484,0.743845
2940,107488,1.310165
2941,107494,0.809336
2942,107505,1.115191
2943,107515,1.21151
2944,107522,0.712335
2945,107536,1.032972
2946,107547,1.482914
2947,107567,1.452089
2948,107569,1.451787
2949,107581,0.377213
2950,107584,0.443263
2951,107586,0.367041
2952,107602,0.566774
2953,107604,1.315932
2954,107635,1.453062
2955,107638,1.461106
2956,107652,0.959864
2957,107674,0.555855
2958,107678,1.332587
2959,107692,0.737721
2960,107700,1.282975
2961,107706,0.971408
2962,107724,1.078527
2963,107732,1.078594
2964,107738,0.59461
2965,107748,0.457529
2966,107751,0.405917
2967,107756,1.00043
2968,107774,1.48233
2969,107777,1.493636
2970,107790,1.355095
2971,107793,0.698508
2972,107807,1.081743
2973,107818,0.572274
2974,107825,1.120473
2975,107826,1.42568
2976,107837,0.991202
2977,107838,1.472938
2978,107848,1.308274
2979,107849,1.052309
2980,107853,0.547584
2981,107901,0.711967
2982,107903,1.199717
2983,107912,0.471778
2984,107916,1.481985
2985,107920,0.468309
2986,107922,0.825236
2987,107924,1.339572
2988,107929,0.728019
2989,107949,0.848225
2990,107956,0.671264
2991,107960,0.336565
2992,107966,1.231648
2993,107971,1.493473
2994,107972,1.128332
2995,107973,1.015603
2996,107978,0.411634
2997,107990,0.680141
2998,107993,0.750522
2999,107995,0.796276
3000,107999,1.133721
3001,108002,1.288087
3002,108007,0.788908
3003,108011,0.423998
3004,108015,0.916831
3005,108017,0.531653
3006,108022,1.07756
3007,108046,1.412231
3008,108049,0.403189
3009,108064,0.406846
3010,108066,0.335614
3011,108086,1.489024
3012,108087,0.95939
3013,108103,0.638404
3014,108105,0.664263
3015,108118,0.821273
3016,108122,1.139668
3017,108123,0.315006
3018,108130,0.671582
3019,108143,0.708524
3020,108149,1.231012
3021,108157,1.370908
3022,108175,1.085569
3023,108193,1.458004
3024,108197,1.198796
3025,108205,0.89595
3026,108210,1.267276
3027,108218,1.173478
3028,108219,0.745235
3029,108233,1.200484
3030,108243,0.783867
3031,108268,1.394808
3032,108276,0.935114
3033,108283,0.699787
3034,108284,0.320936
3035,108305,1.344111
3036,108310,0.464337
3037,108314,1.097593
3038,108330,0.890932
3039,108348,1.375951
3040,108353,0.392012
3041,108359,1.097249
3042,108361,0.316413
3043,108368,0.895276
3044,108371,1.221576
3045,108372,0.446998
3046,108380,0.990865
3047,108381,0.830698
3048,108387,0.68658
3049,108388,0.696609
3050,108393,1.348708
3051,108397,1.113266
3052,108398,0.50146
3053,108399,0.59362
3054,108404,1.080002
3055,108418,1.417707
3056,108428,0.948963
3057,108429,0.304082
3058,108436,0.963319
3059,108441,0.410634
3060,108457,1.387182
3061,108464,1.138799
3062,108473,0.46128
3063,108497,0.5419
3064,108498,1.413223
3065,108499,0.840583
3066,108500,1.234241
3067,108511,1.383878
3068,108519,0.949699
3069,108524,1.299185
3070,108525,1.362323
3071,108533,1.144307
3072,108536,1.224985
3073,108539,0.528138
3074,108544,1.434496
3075,108554,0.333934
3076,108561,1.182608
3077,108568,1.483031
3078,108572,1.028218
3079,108576,0.561396
3080,108598,0.526587
3081,108605,0.744234
3082,108619,1.007764
3083,108628,1.431365
3084,108638,1.421576
3085,108643,0.674906
3086,108647,1.268979
3087,108654,0.677076
3088,108655,0.484117
3089,108666,0.976897
3090,108672,1.307112
3091,108679,1.375709
3092,108691,1.416636
3093,108692,0.353757
3094,108705,1.29906
3095,108713,0.994163
3096,108716,0.792358
3097,108733,1.019711
3098,108734,1.399427
3099,108740,0.77761
3100,108742,0.841937
3101,108747,0.995697
3102,108756,0.689635
3103,108766,0.905818
3104,108768,1.303467
3105,108772,0.712673
3106,108779,1.314916
3107,108786,0.550392
3108,108788,0.619931
3109,108799,0.53153
3110,108800,1.308906
3111,108814,1.219266
3112,108820,0.794969
3113,108835,0.961829
3114,108845,1.368265
3115,108846,1.17893
3116,108847,0.936787
3117,108848,1.197154
3118,108852,0.770748
3119,108869,1.148808
3120,108871,1.391855
3121,108874,1.311406
3122,108876,1.093949
3123,108894,0.774131
3124,108895,0.711641
3125,108904,0.394008
3126,108908,0.326386
3127,108913,1.004469
3128,108922,0.546734
3129,108924,0.316483
3130,108926,1.112289
3131,108927,1.425472
3132,108931,0.740999
3133,108944,0.981704
3134,108950,0.797406
3135,108960,0.98643
3136,108965,0.477779
3137,108968,0.650786
3138,108969,0.669761
3139,108982,0.707174
3140,108984,1.452906
3141,108986,0.732732
3142,109000,1.303089
3143,109002,0.615434
3144,109008,0.429052
3145,109024,1.227313
3146,109038,0.464749
3147,109040,1.256136
3148,109082,1.180693
3149,109104,1.084721
3150,109111,0.345851
3151,109112,1.100064
3152,109120,0.356918
3153,109136,0.523757
3154,109149,1.3616
3155,109151,0.60752
3156,109159,0.762125
3157,109165,1.010127
3158,109167,0.984064
3159,109176,1.127065
3160,109180,0.973308
3161,109181,0.603092
3162,109197,0.710223
3163,109215,0.341291
3164,109234,1.003943
3165,109236,1.176104
3166,109245,1.371615
3167,109248,0.470116
3168,109274,0.952032
3169,109276,1.489301
3170,109279,0.952459
3171,109286,0.51061
3172,109287,1.468155
3173,109304,0.958538
3174,109325,1.331644
3175,109337,0.429889
3176,109348,0.84399
3177,109362,0.859521
3178,109368,1.24699
3179,109369,0.8226
3180,109374,1.482017
3181,109382,1.079405
3182,109388,0.800406
3183,109398,0.856148
3184,109401,0.309278
3185,109405,0.98154
3186,109408,0.949235
3187,109409,1.116718
3188,109415,1.178454
3189,109418,1.175024
3190,109423,0.359405
3191,109428,0.314161
3192,109433,1.17274
3193,109437,0.590363
3194,109448,0.636016
3195,109467,0.77874
3196,109478,1.028954
3197,109480,1.415996
3198,109482,0.979404
3199,109483,1.270145
3200,109498,0.573392
3201,109510,0.800641
3202,109526,0.46918
3203,109533,1.372504
3204,109535,0.954753
3205,109550,0.477988
3206,109560,1.15292
3207,109578,0.990809
3208,109619,1.206622
3209,109621,0.978361
3210,109635,1.316645
3211,109640,1.009323
3212,109648,0.544749
3213,109655,0.417677
3214,109672,0.556237
3215,109675,1.21801
3216,109700,1.489489
3217,109701,0.372536
3218,109707,1.230997
3219,109714,0.496245
3220,109715,1.261055
3221,109719,1.138682
3222,109741,1.473557
3223,109752,1.495845
3224,109763,1.390032
3225,109764,0.360592
3226,109765,0.701153
3227,109801,0.302535
3228,109818,0.61273
3229,109819,0.341133
3230,109821,1.376422
3231,109823,0.775618
3232,109832,0.792666
3233,109836,0.799089
3234,109851,0.686678
3235,109853,1.234478
3236,109885,0.557853
3237,109919,1.451882
3238,109928,0.38014
3239,109929,1.256495
3240,109938,0.960525
3241,109961,1.114581
3242,109971,1.44952
3243,109981,0.398818
3244,109985,1.066765
3245,110008,0.807413
3246,110014,1.433609
3247,110028,1.485389
3248,110030,0.862464
3249,110031,0.36784
3250,110037,0.998862
3251,110041,1.276974
3252,110053,1.144727
3253,110057,0.634663
3254,110058,0.7273
3255,110069,1.087024
3256,110075,1.224538
3257,110081,1.172766
3258,110136,0.846905
3259,110138,1.359284
3260,110151,0.318945
3261,110166,0.716657
3262,110188,0.964438
3263,110189,0.816672
3264,110191,1.042636
3265,110193,0.667546
3266,110211,0.909937
3267,110214,0.987108
3268,110220,0.310035
3269,110225,0.736803
